1	5
-1	5
1	5
0	5
-1	5
-42	5
0	5
-42	5
1	5
2	5
0	5
-1	5
0	5
0	5
29	5
0	5
-1	5
0	5
0	5
-1	5
1	5
-1	5
0	5
1	5
0	5
1	5
0	5
0	5
1	5
0	5
0	5
-1	5
0	5
0	5
-1	5
0	5
-1	5
0	5
0	5
0	5
1	5
0	5
0	5
1	5
0	5
-57	5
0	5
-57	5
1	5
0	5
0	5
-1	5
0	5
0	5
-1	5
0	5
-1	5
0	5
0	5
-1	5
0	5
-1	5
0	5
0	5
28	5
0	5
-1	5
0	5
0	5
-1	5
0	5
-1	5
0	5
0	5
-1	5
1	5
0	5
0	5
1	5
0	5
1	5
0	5
0	5
1	5
0	5
0	5
-1	5
0	5
0	5
-1	5
0	5
-1	5
0	5
0	5
41	5
0	5
-1	5
-1	5
0	5
27	5
0	5
-1	5
0	5
0	5
45	5
1	5
0	5
0	5
1	5
0	5
0	5
-1	5
0	5
0	5
10	5
1	5
-1	5
0	5
1	5
0	5
0	4
0	4
0	4
0	4
0.5	4
0.5	4
-0.5	4
-0.5	4
-1	4
0	4
0	4
0	4
-1	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
-1	4
0	4
0	4
0	4
-8	4
-7	4
8	4
7	4
-1	4
0	4
0	4
0	4
-1	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
-26.5	4
-26.5	4
27.5	4
26.5	4
-1	4
0	4
0	4
0	4
0	4
0	4
1	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
-1	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
1	4
0	4
-1	4
0	4
0	4
0	4
0	4
0	4
1	4
0	4
-1	4
0	4
0	4
0	4
-1	4
0	4
1	4
0	4
-29	3
0	3
1	3
0	3
-1	3
1	3
0	3
-1	3
1	3
0	3
0	3
1	3
0	3
-1	3
1	3
0	3
-1	3
1	3
0	3
-1	3
0	3
0	3
0	3
1	3
0	3
-1	3
1	3
0	3
-1	3
1	3
0	3
0	3
1	3
0	3
-1	3
1	3
0	3
-1	3
1	3
0	3
-1	3
1	3
0	3
-1	3
0	3
0	3
0	3
1	3
0	3
-1	3
1	3
0	3
-1	3
0	3
0	3
0	3
1	3
15	3
-1	3
0	3
0	3
14	3
-15	3
15	3
0	3
0	3
0	3
44	3
-15	3
15	3
0	3
0	3
15	3
0	3
0	3
15	3
0	3
0	3
14	3
0	3
0	3
15	3
0	3
0	3
14	3
0	3
0	3
15	3
0	3
0	3
15	3
0	3
0	3
15	3
0	3
0	3
15	3
0	3
0	3
15	3
0	3
0	3
14	3
0	3
0	3
15	3
0	3
0	3
15	3
0	3
0	3
15	3
0	3
0	3
0	3
13	3
-15	3
-52	3
1	3
0	3
0	3
0	3
1	3
0	3
0	3
1	3
0	3
0	3
1	3
0	3
0	3
1	3
0	3
0	3
8	3
0	3
0	3
1	3
0	3
0	3
0	3
0	3
0	3
1	3
0	3
0	3
0	3
0	3
0	3
1	3
0	3
0	3
-1	3
0	3
0	3
2	3
0	3
0	3
1	3
0	3
0	3
1	3
0	3
0	3
8	3
-1	3
0	3
1	3
0	3
0	3
1	3
0	3
0	3
-13	3
0	3
1	3
-1	3
-2	3
0	3
6	3
-1	3
1	3
0	3
-1	3
1	3
0	3
-1	3
1	3
0	3
-1	3
1	3
0	3
0	3
1	3
0	3
-1	3
0	3
2	3
-1	3
1	3
0	3
0	3
1	3
0	3
-2	3
0	3
4	3
0	3
2	3
-28	3
0	3
1	3
0	3
-2	3
0	3
13	3
-1	3
1	3
0	3
-1	3
1	3
0	3
-1	3
1	3
0	3
-1	3
1	3
0	3
0	3
1	3
0	3
-1	3
1	3
0	3
-1	3
0	3
13	3
0	3
1	3
0	3
0	3
1	3
0	3
0	3
0	3
-1	3
0	3
0	3
-1	3
0	3
0	3
-8	3
0	3
1	3
0	3
0	3
0	3
-15	3
0	3
0	3
-1	3
0	3
0	3
-1	3
0	3
0	3
-1	3
0	3
0	3
-1	3
0	3
0	3
-1	3
0	3
1	3
0	3
0	3
0	3
-1	3
0	3
1	3
0	3
0	3
0	3
-1	3
0	3
1	3
-1	3
0	3
0	3
-1	3
0	3
0	3
-1	3
0	3
0	3
-1	3
0	3
0	3
-1	3
0	3
0	3
-1	3
0	3
0	3
-1	3
0	4
1	4
0	4
0	4
0	4
1	4
0	4
0	4
0	4
2	4
0	4
0	4
0	4
1	4
0	4
0	4
0	4
1	4
0	4
0	4
0	4
1	4
0	4
0	4
0	4
-13	4
0	4
0	4
0	4
1	4
0	4
0	4
0	4
2	4
0	4
0	4
0	4
1	4
0	4
0	4
0	4
1	4
0	4
0	4
-0.5	4
1.5	4
0.5	4
-0.5	4
-0.5	4
1.5	4
0.5	4
-0.5	4
-1	4
1	4
0	4
0	4
-1	4
1	4
0	4
0	4
0	4
1	4
0	4
0	4
0	4
1	4
0	4
0	4
-1	4
1	4
0	4
0	4
0	4
1	4
0	4
0	4
0	4
1	4
0	4
0	4
-1	4
1	4
0	4
0	4
0	4
1	4
0	4
0	4
-1	3
4	3
0	3
0	3
5	3
0	3
0	3
5	3
0	3
0	3
5	3
0	3
0	3
6	3
0	3
0	3
-22	3
2	3
-1	3
5	3
0	3
-3	3
6	3
0	3
0	3
-7	3
2	3
-1	3
6	3
0	3
0	3
6	3
0	3
0	3
6	3
0	3
-1	3
5	3
0	3
-1	3
5	3
0	3
-1	3
5	3
0	3
8	3
0	3
-5	3
-1	3
5	3
0	3
-1	3
5	3
0	3
-2	3
6	3
0	3
-1	3
5	3
0	3
-28	3
6	3
0	3
-4	3
196	3
0	3
0	3
-9	3
3	3
0	3
-2	3
3	3
0	3
-7	3
3	3
0	3
-13	3
4	3
-3	3
21	3
0	3
0	3
-29	3
4	3
0	3
-9	3
4	3
-3	3
28	3
0	3
-3	3
33	3
0	3
-1	3
0	3
3	3
0	3
-35	3
3	3
0	3
-28	3
3	3
0	3
-13	3
3	3
-3	3
29	3
0	3
-3	3
32	3
0	3
0	3
-20	3
4	3
-4	3
36	3
0	3
-4	3
32	3
0	3
-3	3
48	3
0	3
0	3
0	3
0	3
0	3
0	3
